typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate,year
C,A,20200101,2020,52,2020,40,AUT,Austria,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6950.0,False,8,kg,6950.0,False,6950.0,False,0,False,0.0,13134.033,13134.033,0,True,False,2020
C,A,20200101,2020,52,2020,56,BEL,Belgium,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,548869.0,False,8,kg,548869.0,False,548869.0,False,0,False,,931073.245,931073.245,0,True,False,2020
C,A,20200101,2020,52,2020,76,BRA,Brazil,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,134.0,False,8,kg,134.0,False,134.0,False,0,False,,107.0,107.0,0,False,True,2020
C,A,20200101,2020,52,2020,100,BGR,Bulgaria,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10970.0,False,8,kg,10970.0,False,10970.0,False,0,False,0.0,19787.531,19787.531,0,False,True,2020
C,A,20200101,2020,52,2020,203,CZE,Czechia,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,17836.0,False,8,kg,17836.0,False,17836.0,False,0,False,0.0,31153.0,31153.0,0,False,True,2020
C,A,20200101,2020,52,2020,251,FRA,France,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,386944.0,False,8,kg,386944.0,False,386944.0,False,0,False,,597630.963,597630.963,0,False,True,2020
C,A,20200101,2020,52,2020,276,DEU,Germany,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1222638.0,False,8,kg,1222638.0,False,1222638.0,False,0,False,0.0,2272330.445,2272330.445,0,False,True,2020
C,A,20200101,2020,52,2020,300,GRC,Greece,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,106808.0,False,8,kg,106808.0,False,106808.0,False,0,False,0.0,122145.298,122145.298,0,False,True,2020
C,A,20200101,2020,52,2020,348,HUN,Hungary,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,72812.0,False,8,kg,72812.0,False,72812.0,False,0,False,0.0,47697.0,47697.0,0,False,True,2020
C,A,20200101,2020,52,2020,376,ISR,Israel,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,247532.332,True,-1,,0.0,False,247532.332,True,0,False,0.0,508000.0,508000.0,6,True,False,2020
C,A,20200101,2020,52,2020,380,ITA,Italy,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,75930.0,False,8,kg,75930.0,False,75930.0,False,0,False,,129150.386,129150.386,0,True,False,2020
C,A,20200101,2020,52,2020,440,LTU,Lithuania,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1936.0,False,8,kg,1936.0,False,1936.0,False,0,False,,489.0,489.0,0,True,False,2020
C,A,20200101,2020,52,2020,504,MAR,Morocco,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5280.0,False,8,kg,5280.0,False,5280.0,False,0,False,0.0,3982.582,3982.582,0,True,False,2020
C,A,20200101,2020,52,2020,528,NLD,Netherlands,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26291954.0,False,8,kg,26291954.0,False,26291954.0,False,0,False,0.0,54672249.796,54672249.796,0,True,False,2020
C,A,20200101,2020,52,2020,620,PRT,Portugal,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,63867.0,False,8,kg,63867.0,False,63867.0,False,0,False,,176035.248,176035.248,0,False,True,2020
C,A,20200101,2020,52,2020,642,ROU,Romania,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14244.0,False,8,kg,14244.0,False,14244.0,False,0,False,0.0,18751.76,18751.76,0,False,True,2020
C,A,20200101,2020,52,2020,724,ESP,Spain,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,46739048.0,False,8,kg,46739048.0,False,46739048.0,False,0,False,0.0,66593473.498,66593473.498,0,False,True,2020
C,A,20200101,2020,52,2020,788,TUN,Tunisia,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,51800.0,False,8,kg,51800.0,False,51800.0,False,0,False,0.0,119355.06,119355.06,0,True,False,2020
C,A,20200101,2020,52,2020,792,TUR,Türkiye,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26089.0,False,8,kg,26089.0,False,26089.0,False,0,False,0.0,30949.0,30949.0,0,False,True,2020
C,A,20200101,2020,52,2020,804,UKR,Ukraine,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,89921.79,False,8,kg,89921.79,False,89921.79,False,0,False,0.0,56154.4,56154.4,0,False,True,2020
C,A,20200101,2020,52,2020,807,MKD,North Macedonia,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18416.0,False,8,kg,18416.0,False,18416.0,False,0,False,0.0,17615.65,17615.65,0,False,True,2020
C,A,20200101,2020,52,2020,826,GBR,United Kingdom,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,107813.0,False,8,kg,107813.0,False,107813.0,False,0,False,0.0,212126.493,212126.493,0,False,True,2020
C,A,20200101,2020,52,2020,860,UZB,Uzbekistan,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15010.0,False,21,1000 KG,15.01,False,15010.0,False,0,False,,6004.0,6004.0,0,True,False,2020
C,A,20210101,2021,52,2021,40,AUT,Austria,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,44534.0,False,8,kg,44534.0,False,44534.0,False,0,False,,71898.783,71898.783,0,True,False,2021
C,A,20210101,2021,52,2021,56,BEL,Belgium,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,816789.0,False,8,kg,816789.0,False,816789.0,False,0,False,,1350054.326,1350054.326,0,True,False,2021
C,A,20210101,2021,52,2021,76,BRA,Brazil,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,217.0,False,8,kg,217.0,False,217.0,False,0,False,,560.0,560.0,0,False,True,2021
C,A,20210101,2021,52,2021,100,BGR,Bulgaria,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,253972.0,False,8,kg,253972.0,False,253972.0,False,0,False,0.0,333500.018,333500.018,0,False,True,2021
C,A,20210101,2021,52,2021,191,HRV,Croatia,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18.0,False,8,kg,18.0,False,18.0,False,0,False,0.0,19.0,19.0,0,True,False,2021
C,A,20210101,2021,52,2021,203,CZE,Czechia,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,182491.0,False,8,kg,182491.0,False,182491.0,False,0,False,0.0,319264.0,319264.0,0,False,True,2021
C,A,20210101,2021,52,2021,208,DNK,Denmark,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1542.0,False,8,kg,1542.0,False,1542.0,False,0,False,,4512.405,4512.405,0,True,False,2021
C,A,20210101,2021,52,2021,251,FRA,France,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,765431.0,False,8,kg,765431.0,False,765431.0,False,0,False,,1236449.565,1236449.565,0,False,True,2021
C,A,20210101,2021,52,2021,276,DEU,Germany,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,825379.0,False,8,kg,825379.0,False,825379.0,False,0,False,0.0,1714300.766,1714300.766,0,False,True,2021
C,A,20210101,2021,52,2021,300,GRC,Greece,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,59548.0,False,8,kg,59548.0,False,59548.0,False,0,False,0.0,110203.011,110203.011,0,False,True,2021
C,A,20210101,2021,52,2021,348,HUN,Hungary,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,125907.0,False,8,kg,125907.0,False,125907.0,False,0,False,0.0,100996.0,100996.0,0,False,True,2021
C,A,20210101,2021,52,2021,364,IRN,Iran,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14746.0,False,8,kg,14746.0,False,14746.0,False,0,False,,6636.0,6636.0,0,True,False,2021
C,A,20210101,2021,52,2021,376,ISR,Israel,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,557932.142,True,-1,,0.0,False,557932.142,True,0,False,0.0,1062000.0,1062000.0,6,True,False,2021
C,A,20210101,2021,52,2021,380,ITA,Italy,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,38404.0,False,8,kg,38404.0,False,38404.0,False,0,False,,85994.682,85994.682,0,True,False,2021
C,A,20210101,2021,52,2021,428,LVA,Latvia,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,440.0,False,8,kg,440.0,False,440.0,False,0,False,,572.446,572.446,0,False,True,2021
C,A,20210101,2021,52,2021,440,LTU,Lithuania,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16910.0,False,8,kg,16910.0,False,16910.0,False,0,False,0.0,15119.0,15119.0,0,True,False,2021
C,A,20210101,2021,52,2021,504,MAR,Morocco,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,87120.0,False,8,kg,87120.0,False,87120.0,False,0,False,0.0,91679.975,91679.975,0,True,False,2021
C,A,20210101,2021,52,2021,516,NAM,Namibia,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20.0,False,8,kg,20.0,False,20.0,False,0,False,,74.773,74.773,0,False,True,2021
C,A,20210101,2021,52,2021,528,NLD,Netherlands,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,29900604.0,False,8,kg,29900604.0,False,29900604.0,False,0,False,0.0,66957671.724,66957671.724,0,True,False,2021
C,A,20210101,2021,52,2021,620,PRT,Portugal,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,266987.49,False,8,kg,266987.49,False,266987.49,False,0,False,,519390.945,519390.945,0,False,True,2021
C,A,20210101,2021,52,2021,642,ROU,Romania,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,67015.0,False,8,kg,67015.0,False,67015.0,False,0,False,0.0,90675.87,90675.87,0,False,True,2021
C,A,20210101,2021,52,2021,699,IND,India,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,132.0,False,8,kg,132.0,False,132.0,False,0,False,0.0,263.472,263.472,0,True,False,2021
C,A,20210101,2021,52,2021,703,SVK,Slovakia,X,Export,616,POL,Poland,0,W00,World,H5,HS,True,70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14998.0,False,8,kg,14998.0,False,14998.0,False,0,False,,31948.181,31948.181,0,False,True,2021
